feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13
0.4742641,0.16491322,0.49513245,0.7475661,0.46052,0.5964087,0.24170133,0.31666505,0.74947655,0.62258947,0.7242099,0.34954903,0.40739176,0.65388554
0.30740967,0.4993312,0.55284107,0.46572807,0.49264628,0.6652515,0.30262798,0.2916224,0.38640058,0.57297486,0.48112857,0.324905,0.57593375,0.4860842
0.7385364,0.46545908,0.21957116,0.55400527,0.31479126,0.6880599,0.4410939,0.23867355,0.5305755,0.532374,0.40433338,0.54295456,0.65101534,0.42636132
0.4734427,0.3813579,0.5908309,0.516312,0.5642698,0.24353416,0.29260316,0.6701291,0.7846589,0.71488726,0.4975425,0.40750843,0.43089047,0.660082
0.78082967,0.5072434,0.56335986,0.2928689,0.5693257,0.7622494,0.4888092,0.58440626,0.28574622,0.32596213,0.47425622,0.48713437,0.589602,0.30502713
0.6617205,0.2535581,0.4887109,0.6953318,0.44194242,0.8048295,0.141506,0.27152255,0.69257355,0.79183245,0.5712158,0.21144368,0.5370381,0.66083753
0.7585609,0.5971447,0.38402772,0.6617458,0.35229743,0.7103048,0.53235424,0.43712956,0.66846013,0.44043422,0.28651586,0.5697944,0.6395452,0.55407214
0.5049321,0.51587784,0.30276763,0.42618358,0.40357327,0.48913538,0.39690134,0.45720813,0.3881259,0.22206317,0.17700368,0.74807155,0.4942453,0.40526527
0.29291874,0.2571819,0.70597094,0.5866776,0.72081125,0.49302274,0.35805488,0.6147386,0.70958704,0.7817408,0.68296325,0.32619706,0.2671344,0.50333756
0.5275274,0.639735,0.28401652,0.6479626,0.5624941,0.65091896,0.4686526,0.16511016,0.5878109,0.52311784,0.43591833,0.27349252,0.39962476,0.46944788
0.5988797,0.2782395,0.39060974,0.44708025,0.31824437,0.42429543,0.5337665,0.49841934,0.3789565,0.5842972,0.77595085,0.4065925,0.5088605,0.3583482
0.48106453,0.5556035,0.5125457,0.2804542,0.5346317,0.36081082,0.7928818,0.7408351,0.16286092,0.48886824,0.78935254,0.5969564,0.31311613,0.19660652
0.6062281,0.52054334,0.49622965,0.48354504,0.5904713,0.23719743,0.5868077,0.20631471,0.7011741,0.30812526,0.51595616,0.5539956,0.5652377,0.6645803
0.55382156,0.85546774,0.22737613,0.36745676,0.50437355,0.29349375,0.43798405,0.39719468,0.2990966,0.37110558,0.20635107,0.3511407,0.6369035,0.46497598
0.34064034,0.5877576,0.52838933,0.26659876,0.51607114,0.2850037,0.2829154,0.47504246,0.4893166,0.3639468,0.21922646,0.5461707,0.6774548,0.49576357
0.43450794,0.5139633,0.4995444,0.7543736,0.38817984,0.47356227,0.32415918,0.33489788,0.70895016,0.33170986,0.56749976,0.6883972,0.26509607,0.4810055
0.47457296,0.5985225,0.66019404,0.44164386,0.5452948,0.20674491,0.6444433,0.6822274,0.34905076,0.19775787,0.6619325,0.5326663,0.23709999,0.30005622
0.7271888,0.56226444,0.13062324,0.39509735,0.35902387,0.32182282,0.31340092,0.32782546,0.44962293,0.61397445,0.30635563,0.30805564,0.77736163,0.66100407
0.5263101,0.5389079,0.7641008,0.6477158,0.6266384,0.34571666,0.8675571,0.7826571,0.64274687,0.4976828,0.5709389,0.71477854,0.3856768,0.65754604
0.5748198,0.41380718,0.45175433,0.55547523,0.54610264,0.47776973,0.67255616,0.67684174,0.44763926,0.61127245,0.4480229,0.57150114,0.551652,0.5184869
0.6360291,0.5926456,0.22906876,0.44064167,0.28176722,0.35093537,0.549881,0.34348264,0.41664964,0.3792815,0.37682924,0.4407379,0.72954416,0.45548296
0.6529231,0.6096457,0.3125742,0.42344105,0.35947305,0.6575378,0.42089435,0.48438355,0.20677349,0.34460026,0.31638783,0.6311251,0.6534301,0.41048947
0.22901817,0.5087023,0.6052693,0.43051508,0.48511103,0.08781531,0.76245445,0.70967805,0.4956503,0.23226239,0.256692,0.8950177,0.5931033,0.5867284
0.49981448,0.25371447,0.42236412,0.4225408,0.33007708,0.6038066,0.2827706,0.45326975,0.48347732,0.2822036,0.37937167,0.8123536,0.5469613,0.44981834
0.26076153,0.85097915,0.5211518,0.28588468,0.65714,0.20833634,0.62035406,0.53529525,0.3187337,0.6823704,0.5277548,0.47235137,0.5277277,0.48193833
0.12113343,0.4792115,0.75224924,0.57924837,0.7088522,0.5812583,0.71581763,0.51040614,0.32454488,0.47235376,0.60244197,0.48638713,0.2599389,0.34697726
0.5212289,0.5413065,0.72668016,0.48751596,0.6401234,0.69158566,0.5497137,0.5486921,0.64475435,0.72927904,0.4741137,0.56755364,0.48980173,0.47866422
0.3329788,0.6330106,0.3262829,0.28829733,0.4200439,0.21262318,0.77792954,0.36586738,0.42616928,0.5056194,0.492881,0.69504976,0.68412596,0.58923656
0.63033307,0.43571252,0.20469452,0.4011144,0.17687266,0.45361435,0.5031322,0.32884854,0.3818925,0.3543044,0.30759236,0.68114024,0.85816187,0.623382
0.69011986,0.71444386,0.3607331,0.44497266,0.48596525,0.6241557,0.3537125,0.6257963,0.66753876,0.5961026,0.14651433,0.5621606,0.70485073,0.81425726
0.45184252,0.5115195,0.85201865,0.39741072,0.5268444,0.5023183,0.651541,0.7912562,0.4503364,0.47069308,0.6741621,0.71954185,0.27683592,0.40075725
0.49149433,0.7207574,0.3915407,0.2241718,0.53668964,0.23460205,0.78655595,0.66896427,0.28473088,0.65538204,0.4690289,0.5633759,0.7635013,0.5441004
0.6226338,0.33296254,0.5700809,0.5060464,0.49126816,0.7399789,0.49119687,0.5774536,0.4352624,0.5336827,0.6151083,0.47856015,0.5254876,0.5350261
0.77391726,0.20527992,0.46639848,0.54598635,0.5483122,0.9120439,0.3680062,0.59579885,0.41036737,0.6962334,0.7860045,0.33960897,0.34099346,0.40781692
0.64822316,0.19892043,0.32352394,0.48999324,0.3170398,0.7008078,0.72312,0.66132295,0.41942492,0.54804265,0.68289995,0.7876987,0.58456314,0.29837927
0.5170361,0.14053532,0.35125148,0.71745896,0.17048265,0.45719352,0.51022434,0.55455756,0.66867536,0.30166924,0.5033747,0.87035906,0.5057705,0.49451852
0.43163285,0.31004664,0.4667429,0.41592047,0.41237313,0.6037606,0.61473954,0.32280475,0.22734743,0.22930077,0.73478675,0.4985916,0.52064323,0.37927532
0.37550476,0.39238703,0.60812664,0.5122901,0.39516297,0.287137,0.83695674,0.7604032,0.56527567,0.5488071,0.5976678,0.7930865,0.41391477,0.40239558
0.62380654,0.4546877,0.39011285,0.67962974,0.48114893,0.898448,0.27153823,0.48360494,0.57692605,0.5464497,0.44892144,0.37076637,0.5450752,0.5297873
0.53127134,0.64682484,0.56753117,0.575895,0.57770085,0.84273195,0.54580194,0.34880948,0.60440445,0.6635031,0.43590257,0.4010529,0.5280144,0.5983416
0.5205264,0.3211989,0.47986272,0.67429173,0.4304943,0.5037349,0.35650203,0.33658275,0.7416251,0.7341143,0.61763716,0.23742376,0.4254388,0.6578989
0.6020527,0.12647326,0.5011178,0.6341604,0.34747583,0.7916006,0.458174,0.54203963,0.49639067,0.36688897,0.7446796,0.5758364,0.30564108,0.20688371
0.51213264,0.163308,0.695452,0.45224026,0.40205833,0.29416528,0.49119374,0.6533282,0.5875002,0.5122273,0.6367457,0.47388548,0.4429914,0.34809408
0.72257,0.35383755,0.21980265,0.5413772,0.2906372,0.7323252,0.53912354,0.5370002,0.40235856,0.53821343,0.7033319,0.6421294,0.6248531,0.48349562
0.4201143,0.54566336,0.34015414,0.4113894,0.23289539,0.13939273,0.5064742,0.36750647,0.61270505,0.3586121,0.24495718,0.71187377,0.81079215,0.66349924
0.8114652,0.56548274,0.57431513,0.556633,0.5673617,0.7278609,0.17204621,0.50384957,0.74489456,0.7328093,0.565083,0.17881398,0.37238017,0.648854
0.44888836,0.29217887,0.48545393,0.44148988,0.34282213,0.47591597,0.30172166,0.57103264,0.6187285,0.39921072,0.4504371,0.55777323,0.6142827,0.50825226
0.22958255,0.40558234,0.6802196,0.51250875,0.6534207,0.6159466,0.64240426,0.40189674,0.5285816,0.2604586,0.5185724,0.52768064,0.40930292,0.22690937
0.4370245,0.57433474,0.31869403,0.59977174,0.43845883,0.65891254,0.47961652,0.39586592,0.5367428,0.7918704,0.49520367,0.49071702,0.6097023,0.47702658
0.63767856,0.7464166,0.24049573,0.35750914,0.47518522,0.4505203,0.38418075,0.3813088,0.40422338,0.2074553,0.17295857,0.4334977,0.5421493,0.30377188
0.37367454,0.44623604,0.38814893,0.5042871,0.3105483,0.27754524,0.8360894,0.71428883,0.32303295,0.46864718,0.5402677,0.7297439,0.5942515,0.2861455
0.26158768,0.4623279,0.45127153,0.22933584,0.6040193,0.53141356,0.49373025,0.4785537,0.17389682,0.32387766,0.63119584,0.6303772,0.45185882,0.2411517
0.7954451,0.46828535,0.4690051,0.3372099,0.38738447,0.52229595,0.745527,0.7831503,0.3927478,0.4298811,0.42456317,0.7841529,0.6328435,0.5338336
0.57367647,0.389265,0.42212933,0.37789002,0.2821879,0.34306842,0.63391554,0.46045145,0.40121922,0.4773182,0.58777785,0.6272315,0.6410233,0.5873744
0.36092976,0.6252948,0.7896802,0.52369916,0.6669691,0.3729625,0.13590407,0.39789346,0.81156296,0.47109056,0.24705371,0.38079476,0.33615917,0.65022564
0.5265955,0.33399332,0.5604068,0.7341339,0.5844439,0.5849211,0.19962259,0.3647573,0.85740924,0.7784487,0.5351524,0.28996095,0.33515915,0.818613
0.81340396,0.48563075,0.32743526,0.5839889,0.34131685,0.7232654,0.2658903,0.4205539,0.7236274,0.3773622,0.2980206,0.44175908,0.6192727,0.5768432
0.57964766,0.53612083,0.22494534,0.5859103,0.48793727,0.8572296,0.14628182,0.17716436,0.6053517,0.6772163,0.37865436,0.23525432,0.6197649,0.52807015
0.3237563,0.616784,0.61349666,0.6677905,0.64507425,0.5688906,0.775063,0.48989692,0.49223387,0.40216428,0.7304581,0.43726227,0.18690963,0.31742427
0.52544284,0.5341114,0.4833669,0.2642266,0.39861092,0.4524372,0.80444944,0.76508033,0.20209734,0.43493748,0.6429199,0.5040107,0.5895784,0.39146703
0.27917424,0.38479125,0.59178346,0.6352845,0.50047815,0.28623217,0.24981476,0.19469948,0.88134307,0.38480753,0.3385698,0.50312465,0.43001178,0.6473893
0.28222293,0.34000927,0.54502463,0.6896935,0.39506736,0.31778377,0.8371238,0.74574745,0.36540318,0.51079375,0.6772579,0.7433481,0.37199205,0.5735892
0.3882547,0.7128222,0.42699972,0.41666606,0.3331661,0.39772233,0.82814455,0.6971031,0.19695288,0.25796464,0.4337531,0.83470476,0.5303657,0.2924009
0.49869427,0.89264715,0.49156073,0.3487037,0.68084913,0.19694097,0.6785505,0.35858923,0.5670844,0.38683653,0.20093364,0.4949362,0.61271554,0.61867607
0.54443085,0.80553573,0.33218503,0.39692625,0.42338818,0.62693214,0.44969732,0.51127815,0.29385594,0.40899926,0.25291932,0.6861622,0.6827233,0.6268861
0.31069332,0.48631367,0.69170433,0.64245045,0.54716873,0.55001706,0.18622175,0.35370147,0.8402884,0.48384586,0.23122679,0.54124403,0.38586986,0.7447677
0.31363517,0.56181324,0.62188125,0.53416514,0.5588218,0.43711945,0.39555448,0.3381404,0.69189644,0.78718877,0.5769826,0.21900529,0.6158339,0.72449154
0.5603762,0.6853854,0.3442303,0.45098546,0.59828067,0.83778614,0.33665755,0.24204572,0.5726669,0.4654015,0.30318326,0.36973312,0.6314594,0.41449794
0.46560812,0.24741176,0.5297632,0.73261255,0.29977018,0.23566149,0.37829334,0.4428815,0.8664517,0.40207827,0.47133702,0.47896978,0.39646685,0.63241553
0.4716709,0.39696506,0.69671047,0.7696668,0.55459404,0.8113366,0.160977,0.53126264,0.74327433,0.6039147,0.33178636,0.3889266,0.3618369,0.58728266
0.6150304,0.7447348,0.51966166,0.33477333,0.70507705,0.7046537,0.6641425,0.52594805,0.1557006,0.4673848,0.5436113,0.3645597,0.52633053,0.3781204
0.29408306,0.51248705,0.3889525,0.7417347,0.43546095,0.503143,0.6137825,0.39480156,0.60134935,0.7290614,0.50242364,0.5581014,0.5366441,0.5267501
0.55902463,0.58515,0.2536595,0.28946805,0.4496391,0.39829597,0.6761476,0.68559086,0.20323405,0.35029894,0.44730365,0.6227361,0.68492806,0.38429293
0.38829944,0.4895887,0.39884895,0.6598498,0.4347052,0.27914143,0.2635597,0.49352062,0.5822682,0.5984481,0.46034947,0.31506515,0.39690804,0.6486958
0.6587695,0.83577955,0.5217874,0.3899418,0.5996698,0.54016256,0.76287305,0.6024267,0.38901502,0.4085555,0.24013798,0.7416089,0.70849544,0.6551527
0.3859459,0.36299884,0.7629268,0.49471614,0.6247027,0.6858354,0.6695371,0.55693865,0.62389386,0.67892045,0.75636643,0.4570286,0.38523915,0.46571806
0.42598262,0.50019926,0.41929916,0.6658577,0.4516569,0.21654882,0.43581635,0.19911866,0.8127427,0.31984842,0.232616,0.75470114,0.5300139,0.6758226
0.51168436,0.69580734,0.44843188,0.31452432,0.5680436,0.5009899,0.4871649,0.3929388,0.50687885,0.69567645,0.18851823,0.3746434,0.8685432,0.8118115
0.6957665,0.89604783,0.39891192,0.5014882,0.6642494,0.42284104,0.76293486,0.58638036,0.5825392,0.66400933,0.26603842,0.5770644,0.74118704,0.67903864
0.6535909,0.20891215,0.5411833,0.51423466,0.3351933,0.5908233,0.7016815,0.7759121,0.23918806,0.4178254,0.81890655,0.5733757,0.26170143,0.28870663
0.4082735,0.2661342,0.35710585,0.64069676,0.40620217,0.3645215,0.38764703,0.15647112,0.8254636,0.4028577,0.3232094,0.6593493,0.6078334,0.56838554
0.5689255,0.10527915,0.2641921,0.55557346,0.29219618,0.60968685,0.21427986,0.28464007,0.66301274,0.38907447,0.4900005,0.6006089,0.5307193,0.34681
0.46225992,0.3465779,0.6331421,0.6941079,0.3777715,0.7578577,0.20765354,0.40823808,0.80936015,0.4649297,0.30168948,0.6657803,0.4132382,0.64466286
0.29320446,0.5177431,0.64434564,0.73325896,0.66616714,0.6685565,0.4563276,0.5318857,0.6075975,0.37470338,0.4498159,0.4021502,0.2702141,0.40314233
0.7474231,0.6972434,0.3606868,0.5572088,0.50261474,0.26471853,0.82954276,0.7167562,0.45584112,0.5546141,0.41721928,0.83203423,0.46449324,0.7005861
0.5962638,0.66748047,0.726029,0.42345026,0.7199902,0.6557801,0.77936846,0.76337814,0.37782583,0.46287102,0.48932806,0.56113666,0.4858382,0.48693588
0.45640418,0.32821092,0.5208242,0.50501555,0.4717278,0.5679152,0.3415898,0.56343377,0.47015923,0.7118805,0.6836796,0.33413732,0.35682425,0.41823122
0.4789576,0.8177681,0.43001077,0.48286772,0.6931897,0.3487878,0.5849861,0.24559888,0.693754,0.6424946,0.2673552,0.29275694,0.6901601,0.56564236
0.78917843,0.3474704,0.450518,0.6703572,0.352828,0.7478738,0.34269962,0.29382992,0.7931394,0.45424417,0.31604767,0.51196826,0.6216961,0.6569861
0.77612484,0.585924,0.5005065,0.3285416,0.7416303,0.7765943,0.56020594,0.637949,0.26866138,0.28909302,0.51626337,0.58553934,0.2670771,0.20265469
0.5512766,0.43190083,0.5739027,0.41412738,0.7212634,0.5358461,0.79627967,0.6230247,0.3579122,0.47618684,0.68465006,0.4243325,0.3626076,0.35154304
0.48697725,0.14588617,0.62072337,0.5081707,0.40224156,0.58147985,0.5934575,0.68948734,0.32598355,0.19217212,0.63281345,0.772337,0.38240945,0.2983031
0.6818253,0.76879627,0.1779101,0.4087702,0.36814982,0.33953694,0.4469822,0.28850624,0.3897549,0.24849455,0.16237223,0.6247969,0.724219,0.5744134
0.2937494,0.318943,0.689442,0.6458494,0.5769638,0.40215638,0.16673589,0.51218736,0.7423852,0.48993006,0.445473,0.51572764,0.24874778,0.5824729
0.7381183,0.44249934,0.20344393,0.51348364,0.22739455,0.45958608,0.88930464,0.6598747,0.2402747,0.33562395,0.57896745,0.8418012,0.61497724,0.41956738
0.62545824,0.5941856,0.23539332,0.3235465,0.29734853,0.25278574,0.5339837,0.24197192,0.37663338,0.23094504,0.25516656,0.5746442,0.734468,0.62425286
0.57071424,0.2907958,0.33964363,0.30871144,0.45633423,0.35114777,0.2670272,0.33117107,0.32524353,0.6501208,0.5842137,0.21613213,0.5708578,0.54045236
0.22521912,0.30692273,0.7978618,0.73235834,0.55038506,0.3613428,0.32897368,0.7270559,0.7025564,0.355067,0.49430686,0.74932003,0.15394624,0.46150997
0.5932647,0.6472803,0.3882157,0.77833456,0.392613,0.4336386,0.4259177,0.3383378,0.8141729,0.78674626,0.34357807,0.52687293,0.5081812,0.7312739
0.5720304,0.9199479,0.5694572,0.55263054,0.63729835,0.42921448,0.3666063,0.4959879,0.6428317,0.54664195,0.20954612,0.4000659,0.6364263,0.84445405
0.41098297,0.13855928,0.70893764,0.40308043,0.52714336,0.46460712,0.40444967,0.639998,0.5666437,0.637836,0.84933865,0.35783583,0.37909788,0.3938175
0.613831,0.7695379,0.3790089,0.42735013,0.6642237,0.74172485,0.57366514,0.5186097,0.20947397,0.660707,0.6249013,0.34117836,0.5718111,0.55750954
0.6028131,0.38599277,0.5315061,0.38116774,0.61771965,0.2999938,0.88478875,0.819322,0.2513823,0.4157936,0.7200672,0.63231194,0.3317414,0.36064017
0.50472736,0.48176014,0.5616712,0.6695601,0.38763934,0.4440687,0.7681857,0.7925715,0.34352577,0.5686426,0.75678706,0.7840519,0.2333715,0.39029017
0.39990926,0.55462813,0.58334196,0.5806159,0.5514858,0.4476517,0.6826279,0.7132441,0.4104969,0.5229252,0.7344097,0.62991035,0.238673,0.470516
0.52556396,0.846275,0.60292536,0.3551223,0.6794716,0.6617099,0.23063843,0.3954738,0.43781886,0.70967513,0.47551444,0.31112495,0.49254844,0.699444
0.59864223,0.73304045,0.5008807,0.5474395,0.6440612,0.7622168,0.4335742,0.3381957,0.46162927,0.3379015,0.39829588,0.30020946,0.59349674,0.6220908
0.33940735,0.538865,0.4282506,0.41577664,0.3494954,0.24564004,0.5442159,0.3546338,0.255225,0.2551075,0.48815137,0.5817579,0.4654179,0.29536372
0.43677753,0.3011845,0.729699,0.6140396,0.6329284,0.43368563,0.20148282,0.43239427,0.81956005,0.4260196,0.39226535,0.4509436,0.32613218,0.5538032
0.6946746,0.59115547,0.5862365,0.36100823,0.6514317,0.391662,0.7061513,0.52026,0.5090007,0.4252722,0.4332205,0.30298722,0.5385473,0.37843633
0.18328981,0.63225114,0.56557,0.5400913,0.5048442,0.4290395,0.6555945,0.67905116,0.28041247,0.3683489,0.31890565,0.727739,0.4232956,0.40035275
0.76153696,0.6296744,0.4096126,0.61057615,0.39874354,0.37749702,0.6826011,0.55124515,0.7431153,0.36080897,0.19494642,0.625513,0.67040396,0.6436902
0.72998047,0.48832464,0.46922392,0.36319873,0.4693647,0.39227787,0.79809505,0.84897065,0.2297635,0.342183,0.49034432,0.8729259,0.41771153,0.34605747
0.7038044,0.7133478,0.34301597,0.39785153,0.47806793,0.7525985,0.75115645,0.37721682,0.45444608,0.6102946,0.31148833,0.64831203,0.824037,0.5508269
0.42912957,0.3174289,0.79743755,0.6319841,0.6757637,0.34766486,0.40180406,0.6615914,0.8076258,0.70076,0.66257095,0.4304745,0.22409992,0.65098673
0.3884898,0.6404591,0.37226367,0.45000687,0.46774337,0.5006685,0.6843655,0.58714664,0.36715415,0.44414657,0.26540193,0.78952116,0.81377816,0.50506794
0.44985148,0.68594134,0.48077583,0.4415499,0.54159224,0.20892568,0.54635704,0.49389005,0.5616877,0.84423685,0.48692635,0.32355157,0.6066787,0.6298822
0.56463766,0.16615246,0.32633653,0.54298526,0.24322914,0.37390584,0.26293898,0.5045451,0.61723804,0.43044135,0.5579537,0.5851803,0.6293018,0.47145897
0.2613389,0.6786442,0.52917194,0.5313172,0.6278094,0.36130327,0.87718487,0.54056126,0.5059153,0.48489994,0.48892733,0.60313916,0.68369687,0.6263591
0.52673334,0.5320238,0.55419266,0.37018397,0.5200187,0.26720306,0.9046453,0.8409122,0.22985531,0.61048687,0.77497834,0.50739264,0.5020832,0.39675242
0.6591572,0.15490763,0.7356928,0.7403872,0.36926797,0.71867406,0.4107887,0.5694784,0.6947673,0.509799,0.708332,0.59886813,0.23598571,0.46171832
0.74150914,0.6430017,0.19448245,0.39348453,0.45941007,0.5850177,0.3350168,0.21453646,0.38860855,0.45805925,0.2551387,0.25997785,0.79784906,0.5975927
0.7959827,0.69358134,0.46289337,0.36324188,0.58644724,0.6183264,0.72688246,0.38795692,0.32959685,0.42727903,0.3744429,0.6111146,0.72876465,0.579342
0.22976659,0.2233018,0.6592866,0.6634593,0.50523806,0.54751635,0.47103173,0.7368883,0.61281717,0.82684886,0.63995135,0.52002984,0.4909618,0.55627275
0.28354138,0.24770296,0.358015,0.66541743,0.23350611,0.2879838,0.5535607,0.43897533,0.62262225,0.50763166,0.451626,0.6843084,0.64357775,0.5104006
0.6243055,0.49883363,0.72584665,0.49742824,0.65645874,0.64034986,0.63212216,0.51967686,0.5888074,0.6952791,0.7837914,0.3478374,0.45390072,0.6445739
0.5855745,0.4590939,0.3190402,0.35019246,0.41224715,0.7583102,0.57892954,0.46395883,0.30478927,0.6336593,0.6019796,0.49157804,0.73978865,0.49430007
0.46385643,0.34560764,0.18685974,0.6078658,0.28946048,0.42521328,0.27756822,0.34003586,0.5690607,0.70048857,0.56907535,0.3590552,0.5255654,0.4541321
0.44055852,0.23838937,0.5415075,0.68855214,0.5579127,0.7664468,0.31529495,0.5601444,0.63657117,0.7331666,0.59089696,0.41993147,0.4559693,0.6513705
0.74939644,0.56698406,0.22322957,0.38426983,0.33049327,0.5468509,0.81284755,0.46371943,0.2528535,0.54648924,0.5227337,0.5670316,0.7784571,0.62946784
0.46872148,0.45667467,0.50959706,0.4131038,0.3938113,0.35572684,0.53548306,0.42160803,0.24897097,0.17476176,0.637572,0.53129166,0.46382505,0.21544503
0.27031583,0.5198424,0.5142262,0.22397728,0.5365199,0.4456495,0.7058023,0.49455023,0.18178059,0.27903727,0.39622244,0.5950906,0.5738857,0.33957386
0.49096265,0.40648597,0.27787906,0.5280441,0.25758925,0.43450844,0.6297951,0.4807973,0.48909694,0.5029003,0.34271055,0.8511994,0.6400845,0.59626514
0.50002134,0.2692525,0.69509995,0.69508016,0.4861093,0.31353405,0.53585297,0.56866306,0.78326607,0.57484615,0.4731712,0.3782353,0.45553845,0.6426797
0.45945632,0.68180346,0.4340916,0.58804,0.35549542,0.5724014,0.76050305,0.6424911,0.24536644,0.4301999,0.5444468,0.80209196,0.49500832,0.41911262
0.5229241,0.68003947,0.485599,0.295521,0.40948156,0.38452184,0.7440624,0.6167041,0.2045174,0.24155386,0.5040298,0.6502178,0.6735686,0.28875944
0.33665034,0.41582814,0.6097946,0.70536494,0.49240294,0.31730756,0.703676,0.55985737,0.39824557,0.23753561,0.7259321,0.6914308,0.19519961,0.1767422
0.3535597,0.62688226,0.64507556,0.4004599,0.66326386,0.4432733,0.8190515,0.6458132,0.39947414,0.72507477,0.5126889,0.50875926,0.7165358,0.5631597
0.52441853,0.66944385,0.502218,0.35945153,0.564142,0.8282982,0.5231012,0.56930757,0.3375606,0.29322037,0.27274245,0.72219527,0.6500511,0.51876915
0.31234902,0.27972582,0.2495783,0.5281929,0.30770648,0.57524455,0.12779808,0.17673561,0.57301056,0.4822108,0.39367768,0.7019448,0.5734878,0.42401767
0.24809434,0.48742035,0.8831735,0.39984605,0.7602851,0.44475034,0.5817784,0.6239257,0.45812866,0.31918505,0.5002461,0.41882938,0.36667457,0.4146269
0.777316,0.30609822,0.47213808,0.4318978,0.40637764,0.44306633,0.40904176,0.6171406,0.67988396,0.5483841,0.48021483,0.57824665,0.6420584,0.6261208
0.6079427,0.45079622,0.7046534,0.29526895,0.7508429,0.35577527,0.7265184,0.7656015,0.21772924,0.23240748,0.7293905,0.4717898,0.38085932,0.24672696
0.63968456,0.6043977,0.5026663,0.49982274,0.6900991,0.776741,0.59347314,0.3249027,0.3886707,0.6216129,0.68605125,0.26207024,0.4494934,0.44581547
0.5278851,0.5588999,0.4105313,0.5349368,0.5394459,0.6099366,0.6407295,0.4217772,0.6121127,0.73971474,0.45668036,0.4088765,0.69349194,0.67800605
0.37056142,0.47901183,0.64072645,0.46465644,0.72571325,0.5642574,0.67376363,0.73677367,0.43420526,0.8627393,0.6604395,0.34420833,0.5120841,0.59651244
0.40321848,0.14560652,0.4855213,0.38555214,0.5737166,0.7443782,0.5574398,0.56334984,0.28376764,0.688816,0.91880745,0.21610874,0.43066552,0.23332581
0.3678331,0.2607112,0.727278,0.46216825,0.66694194,0.51851916,0.5823331,0.68340373,0.51654685,0.75286406,0.7669658,0.25933698,0.3929902,0.4480023
0.87134385,0.92457616,0.21472086,0.3622699,0.4740484,0.4717284,0.38296115,0.46747765,0.4644068,0.51256216,0.26871672,0.32481548,0.71760315,0.6687996
0.45253402,0.2681958,0.62070346,0.81259716,0.530519,0.6972525,0.1991026,0.56578386,0.7455865,0.74349093,0.6679577,0.34272838,0.24027112,0.46897048
0.81021845,0.28499585,0.43867537,0.5402568,0.28358722,0.434276,0.5390258,0.6150323,0.4889679,0.13096334,0.57722473,0.7792403,0.36186025,0.41395727
0.6011648,0.5549792,0.35466474,0.6675059,0.41673514,0.7594099,0.16974466,0.27648103,0.60080636,0.73139143,0.49092492,0.18063168,0.39786443,0.52787936
0.720943,0.63601696,0.41839296,0.36044317,0.73493207,0.5567956,0.38417467,0.33449957,0.5455204,0.5589206,0.32007685,0.21242079,0.53074706,0.38068825
